dom;conglomerado;peso;a01.2019;a02.2019;b_tfam.2019;b_totmorad.2019;b_cond_inf.2019;b_nfam.2019;b_nindiv.2019;b01_1.2019;b01_2.2019;b02.2019;b03.2019;b04.2019;b05.2019;b06.2019;c01.2019;c02_1.2019;c02_1a.2019;c02_1ns.2019;c02_2.2019;c02_2a.2019;c02_2ns.2019;c02_3.2019;c02_3b.2019;c02_3a.2019;c02_3ns.2019;c03_1.2019;c03_2.2019;c03_3.2019;c03_4.2019;c03_5.2019;c03_6.2019;c03_7.2019;c03_8.2019;q01.2019;q02.2019;q03.2019;q05.2019;q06.2019;d06.2019;q15.2019;q17_1.2019;q17_2.2019;q17_3.2019;q17_4.2019;q17_5.2019;q17_6.2019;q17_7.2019;q17_8.2019;q17_9.2019;q17_10.2019;d12_1.2019;d12_2.2019;d12_3.2019;d12_ns.2019;tempo_procura_desemp.2019;d16_11.2019;d16_12.2019;d16_1ns.2019;d16_21.2019;d16_22.2019;d16_2ns.2019;d16_31.2019;d16_32.2019;d16_3ns.2019;d16_41.2019;d16_42.2019;d16_4ns.2019;d16_51.2019;d16_52.2019;d16_5ns.2019;d16_61.2019;d16_62.2019;d16_6ns.2019;d16_71.2019;d16_72.2019;d16_7ns.2019;d16_81.2019;d16_82.2019;d16_8ns.2019;estuda.2019;analfabeto.2019;instrucao.2019;sit.2019;pia.2019;pea.2019;pos_ocup.2019;pos_ocup1.2019;tamanho_renda.2019;rdomic.2019;rdpc.2019;n_família_orig.2019;n_amostra_domicílio.2019;q01.2020;q02.2020;q03.2020;q04.2020;q05.2020;q06.2020;q07.2020;q08.2020;q09.2020;q10.2020;q11.2020;q12.2020;q13.2020;q14.2020;q15.2020;q16_1.2020;q16_2.2020;q16_3.2020;q16_4.2020;q16_5.2020;q17_1.2020;q17_2.2020;q17_3.2020;q17_4.2020;q17_5.2020;q17_6.2020;q17_7.2020;q17_8.2020;q17_9.2020;q17_10.2020;q18.2020;q19_aa.2020;q19_mm.2020;q19_dd.2020;tempo_ult_trab_desemp.2020;q20.2020;q21.2020;q22_aa.2020;q22_mm.2020;q22_dd.2020;tempo_ult_trab_inativo.2020;q23.2020;q24.2020;q25.2020;q26_1.2020;q26_2.2020;q26_3.2020;q26_4.2020;q26_5.2020;q26_6.2020;q26_7.2020;q26_8.2020;q26_9.2020;q26_10.2020;q26_11.2020;q26_12.2020;q26_13.2020;q27.2020;q28_1.2020;q28_2.2020;q29.2020;q30.2020;q32.2020;sit.2020;pia.2020;pea.2020;pos_ocup.2020;pos_ocup1.2020;fx_etaria.2019;setor.2020;setor.2019;fluxo20x19
51031;318;1,3799;4;1;1;3;1;1;1;1;1;29;2;3;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1320; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;1;1;3;1320;440;3;1;1;1;1; ; ; ;42;1;3;24;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2;3;99999;42;1;1;1;1;1;4;5;5;101
51036;318;1,3799;4;1;1;1;1;1;1;1;1;59;2;1;1;4;2;9; ; ;9; ; ;9; ; ; ;1;1;2;1;2;2;2;1;1;1;4;1; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;900; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;1;1;1;4;4;1;900;900;1;1;1;1;4;3;4; ;30;3;3;40;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2;1;99999;30;1;1;1;4;4;5;4;4;101
51038;318;1,3799;4;1;1;2;1;1;1;1;1;82;1;3;1;2;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;2;2;2;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;3;1;2; ; ;2;2998;1499;2;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;25; ; ;300;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;3250; ;3;1;2; ; ;6; ; ;303
51038;318;1,3799;4;1;1;2;1;1;2;2;2;88;2;3;2;1;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;2;2;2;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;998; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;1;1;3;1;2; ; ;2;2998;1499;2;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;10; ; ;120;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ;3;1;2; ; ;6; ; ;303
51041;263;1,2723;4;2;1;2;1;1;1;1;1;74;1;1;1;3;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;2;2;2;1;1;1;4;4; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1000; ;1;450; ;1;1000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;1;1;1;5;4;2;2000;1000;2;2;1;1;4;3;4; ;20;8;3;50;1;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1500;2;2;2;2100;20;1;1;1;5;4;6;3;3;101
51041;263;1,2723;4;2;1;2;1;1;2;2;2;69;2;1;1;3;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;2;2;2;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;3;1;2; ; ;2;2000;1000;2;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1; ;4; ;4;1;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ;3;1;2; ; ;6; ; ;303
51044;263;1,2723;4;1;1;4;2;1;1;1;1;37;1;1;1;4;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;1;1;1;1;1;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;1;1;1;5;4;4;2500;625;4;2;1;1;4;3;4; ;41;10;3;36;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1000;1;2; ; ;41;1;1;1;5;4;4;5;5;101
51044;263;1,2723;4;1;1;4;2;1;2;2;2;42;2;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;1;1;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;3;1;2; ; ;4;2500;625;4;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;1; ; ;12;2; ;1;0;0;0;0;0;0;0;1;0;0;0;0;0; ;1;2;4;2200; ;3;1;2; ; ;5; ; ;303
51050;263;1,2723;4;2;1;4;2;1;2;2;2;51;2;3;1;3;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;2;2;1;1;1;9; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;1;1;1;9;8;4;-1;-1;4;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;7; ;31; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;1; ;1;2;3;1200;51;2;1;1; ; ;5; ;6;201
51051;263;1,2723;4;2;1;1;1;1;1;1;1;65;1;1;1;3;1;2; ; ;1;998; ;2; ; ; ;1;1;2;1;1;2;2;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;3;1;2; ; ;1;998;998;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;3;600; ;3;1;2; ; ;6; ; ;303
51055;312;1,2723;4;3;1;3;1;1;1;1;1;36;2;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;3;3100;1033,33333333333;3;1;2;1;1; ; ; ;30;1;3;0;1;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1045;2;2;3;3200;30;1;1;1;1;1;4;4;4;101
51056;312;1,2723;4;3;1;2;1;1;1;1;1;27;2;1;1;3;1;1;180; ;2; ; ;2; ; ; ;1;1;1;1;1;1;1;1;1;1;9; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;300; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;1;1;1;9;8;2;480;240;2;1;1;1;4;1;4; ;46;1;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;2;2;1200;51;1;1;1;4;4;4;5;6;101
51061;312;1,2723;4;3;1;2;1;1;1;1;1;32;2;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;2;3000;1500;2;1;1;1;1; ; ; ;49;5;2;24;1;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5200;2;2;3;5200;49;1;1;1;1;1;4;5;5;101
51064;169;1,8;4;3;1;2;1;1;1;1;1;35;1;3;1;8;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;1;1;4;1; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;4;4;2;8000;4000;2;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ;8; ;8;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;99999;30;3;1;2; ; ;4; ;4;301
51108;156;2,5446;4;2;1;4;1;1;1;1;1;47;1;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;9;1;1;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;1730; ;2; ; ;2; ; ;2; ; ;3;3;5;3;1;2; ; ;4;1730;432,5;4;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;1;5; ;17;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;4;3100; ;3;1;2; ; ;5; ; ;303
51108;156;2,5446;4;2;1;4;1;1;2;2;2;42;2;3;1;3;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;9;1;1;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;3;1;2; ; ;4;1730;432,5;4;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ;3;1;2; ; ;5; ; ;303
51115;178;1,3196;4;1;1;4;2;1;1;1;1;33;1;3;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;1;1;1;1;1;4;1; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;4;4;4;6000;1500;4;2;2;1;4;3;4; ;41;6;3;0;1;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2000;2;2; ; ;41;1;1;1;4;4;4;5;5;101
51115;178;1,3196;4;1;1;4;2;1;2;2;2;36;2;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;1;1;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;3;1;2; ; ;4;6000;1500;4;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;3; ; ;36;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;4;2600; ;3;1;2; ; ;4; ; ;303
51120;178;1,3196;4;1;1;2;1;1;2;4;4;43;2;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;1;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;9;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;2;-1;-1;2;1;1;1;1; ; ; ;46;1;2;32;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2;2;5000;99;1;1;1;1;1;5;5;99;101
51127;178;1,3196;4;1;1;6;3;1;2;4;4;37;2;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;6;4996;832,666666666667;6;2;1;1;1; ; ; ;46;1;1;40;1;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2000;2;2;5;7600;46;1;1;1;1;1;4;5;5;101
51127;178;1,3196;4;1;1;6;3;1;3;4;4;35;1;1;10;6;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;3;5;1;1;1;1;1;6;4996;832,666666666667;6;2;1;1;4;1;2; ;43;1;3;40;1;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3000;1;2; ; ;43;1;1;1;4;4;4;5;5;101
51143;370;1,3799;4;2;1;3;3;1;2;4;4;55;2;2;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;2;2;2;2;1;1;1;1;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;3;1;3;2500;833,333333333333;3;2;1;1;1; ; ; ;48;1;2;16;1;2;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2; ; ;48;1;1;1;1;1;5;5;5;101
51143;370;1,3799;4;2;1;3;3;1;3;4;4;48;1;2;1;2;2;9; ; ;9; ; ;9; ; ; ;1;1;2;2;2;2;1;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;3;1;2; ; ;3;2500;833,333333333333;3;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1;8; ; ;96;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;5;1000; ;3;1;2; ; ;5; ; ;303
51146;370;1,3799;4;2;1;4;2;1;1;1;1;27;1;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;1;1;4;3100;775;4;2;1;1;4;3;4; ;41;6;3;36;1;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;900;2;2; ; ;41;1;1;1;4;4;4;5;5;101
51146;370;1,3799;4;2;1;4;2;1;2;2;2;23;2;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1600; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;1;1;4;3100;775;4;2;2;1;1; ; ; ;46;1;3;0;1;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1100;2;2;5;2000;46;1;1;1;1;1;3;5;5;101
51150;370;1,3799;1;1;1;3;1;1;2;4;4;24;1;1;10;6;1;2; ; ;1;998; ;2; ; ; ;1;1;2;2;2;2;2;1;4; ; ; ; ; ;1;0;1;0;0;0;0;0;0;0;0;2; ; ; ;102,857142857143;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;3;5;2;1;1; ; ;3;1996;665,333333333333;3;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;3; ; ;36; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;3;2000; ;2;1;1; ; ;3; ; ;202
51151;370;1,3799;4;1;1;4;1;1;1;1;1;65;2;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;3;1;2; ; ;4;0;0;4;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;1;5; ; ;60;1;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ;3;1;2; ; ;6; ; ;303
51151;370;1,3799;4;1;1;4;1;1;2;4;4;32;1;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;4; ; ; ; ; ;1;0;0;1;0;0;0;0;0;0;0;2; ; ; ;102,857142857143;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;2;1;1; ; ;4;0;0;4;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;1;2; ; ;24;1;44;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;1600; ;3;1;2; ; ;4; ; ;302
51152;370;1,3799;4;1;3;8;3;1;2;2;2;60;2;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;2;2;2;2;2;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;3;1;2; ; ;8;7500;937,5;8;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;2; ; ;24;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ;3;1;2; ; ;6; ; ;303
51152;370;1,3799;4;1;3;8;3;2;1;4;1;38;2;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;2;2;2;2;2;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;3;1;2; ; ;8;7500;937,5;8;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;5; ; ;60; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ;2;1;1; ; ;4; ; ;203
51152;370;1,3799;4;1;3;8;3;3;1;4;1;32;2;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;2;2;2;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;8;7500;937,5;8;5;1;1;1; ; ; ;49;1;3;40;1;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2; ; ;49;1;1;1;1;1;4;5;5;101
51152;370;1,3799;4;1;3;8;3;2;2;6;2;36;1;3;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;2;2;2;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;8;7500;937,5;8;5;1;1;1; ; ; ;30;1;3;40;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2000;2;2;8;99999;30;1;1;1;1;1;4;4;4;101
51152;370;1,3799;4;1;3;8;3;3;2;6;2;36;1;2;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;2;2;2;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;8;7500;937,5;8;5;1;1;1; ; ; ;15;5;2;40;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2; ; ;15;1;1;1;1;1;4;2;2;101
51155;373;1,3799;4;1;1;2;1;1;1;1;1;38;1;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;1;1;1;1;1;2;1; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;2;1;2;4900;2450;2;2;1;1;4;1;4; ;41;6;3;40;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1550;1;2;4;1550;41;1;1;1;4;4;4;5;5;101
51155;373;1,3799;4;1;1;2;1;1;2;2;2;37;2;2;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1400; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;1;1;2;4900;2450;2;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1; ;8; ;8; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ;49;2;1;1; ; ;4; ;5;201
51156;373;1,3799;4;1;1;2;2;1;1;1;1;51;1;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;1;2;1;4; ; ; ; ; ;1;0;0;0;0;0;1;0;0;0;0;4; ; ; ;205,714285714286;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;2;1;1; ; ;2;1088;544;2;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;2; ; ;24; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ;2;1;1; ; ;5; ; ;202
51156;373;1,3799;4;1;1;2;2;1;2;2;2;48;2;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;1;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1088; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;1;1;2;1088;544;2;2;1;1;1; ; ; ;48;1;2;15;1;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1045;2;1;2;1045;48;1;1;1;1;1;5;5;5;101
